uuid,timestamp,event,amount_loan,risk_level,assessment
1977,2022-11-29 22:32:14,Inform Customer,,,
1978,2022-12-12 13:04:22,Customer applies for loan,,,
1978,2022-12-12 15:04:22,Check application data,81699,,
1978,2022-12-12 17:04:22,Extensive Check,,1,
1978,2022-12-12 19:04:22,Overall Assessment,,,
1978,2022-12-12 21:04:22,Inform Customer,,,
1979,2022-12-06 13:03:12,Customer applies for loan,,,
1979,2022-12-06 15:03:12,Check application data,57079,,
1979,2022-12-06 17:03:12,Normal Check,,2,
1979,2022-12-06 19:03:12,Overall Assessment,,,
1979,2022-12-06 21:03:12,Inform Customer,,,
1980,2022-12-06 12:33:30,Customer applies for loan,,,
1980,2022-12-06 14:33:30,Check application data,71735,,
1980,2022-12-06 16:33:30,Extensive Check,,2,
1980,2022-12-06 18:33:30,Overall Assessment,,,
1980,2022-12-06 20:33:30,Inform Customer,,,
1981,2022-12-13 08:04:26,Customer applies for loan,,,
1981,2022-12-13 10:04:26,Check application data,97925,,
1981,2022-12-13 12:04:26,Extensive Check,,4,
1981,2022-12-13 14:04:26,Overall Assessment,,,
1981,2022-12-13 16:04:26,Inform Customer,,,
1982,2022-12-03 16:42:58,Customer applies for loan,,,
1982,2022-12-03 18:42:58,Check application data,37986,,
1982,2022-12-03 20:42:58,Normal Check,,3,
1982,2022-12-03 22:42:58,Overall Assessment,,,
1982,2022-12-04 00:42:58,Inform Customer,,,
1983,2022-12-13 13:38:04,Customer applies for loan,,,
1983,2022-12-13 15:38:04,Check application data,41105,,
1983,2022-12-13 17:38:04,Normal Check,,1,
1983,2022-12-13 19:38:04,Overall Assessment,,,
1983,2022-12-13 21:38:04,Inform Customer,,,
1984,2022-12-09 14:56:44,Customer applies for loan,,,
1984,2022-12-09 16:56:44,Check application data,68831,,
1984,2022-12-09 18:56:44,Normal Check,,1,
1984,2022-12-09 20:56:44,Overall Assessment,,,
1984,2022-12-09 22:56:44,Inform Customer,,,
1985,2022-12-07 14:45:36,Customer applies for loan,,,
1985,2022-12-07 16:45:36,Check application data,33481,,
1985,2022-12-07 18:45:36,Normal Check,,3,
1985,2022-12-07 20:45:36,Overall Assessment,,,
1985,2022-12-07 22:45:36,Inform Customer,,,
1986,2022-12-03 10:10:52,Customer applies for loan,,,
1986,2022-12-03 12:10:52,Check application data,28940,,
1986,2022-12-03 14:10:52,Normal Check,,0,
1986,2022-12-03 16:10:52,Overall Assessment,,,
1986,2022-12-03 18:10:52,Inform Customer,,,
1987,2022-12-02 12:30:40,Customer applies for loan,,,
1987,2022-12-02 14:30:40,Check application data,35001,,
1987,2022-12-02 16:30:40,Normal Check,,0,
1987,2022-12-02 18:30:40,Overall Assessment,,,
1987,2022-12-02 20:30:40,Inform Customer,,,
1988,2022-12-05 09:58:03,Customer applies for loan,,,
1988,2022-12-05 11:58:03,Check application data,20090,,
1988,2022-12-05 13:58:03,Normal Check,,0,
1988,2022-12-05 15:58:03,Overall Assessment,,,
1988,2022-12-05 17:58:03,Inform Customer,,,
1989,2022-12-10 12:28:51,Customer applies for loan,,,
1989,2022-12-10 14:28:51,Check application data,36514,,
1989,2022-12-10 16:28:51,Normal Check,,3,
1989,2022-12-10 18:28:51,Overall Assessment,,,
1989,2022-12-10 20:28:51,Inform Customer,,,
1990,2022-12-14 14:12:26,Customer applies for loan,,,
1990,2022-12-14 16:12:26,Check application data,96052,,
1990,2022-12-14 18:12:26,Extensive Check,,3,
1990,2022-12-14 20:12:26,Overall Assessment,,,
1990,2022-12-14 22:12:26,Inform Customer,,,
1991,2022-12-09 13:48:41,Customer applies for loan,,,
1991,2022-12-09 15:48:41,Check application data,25264,,
1991,2022-12-09 17:48:41,Normal Check,,1,
1991,2022-12-09 19:48:41,Overall Assessment,,,
1991,2022-12-09 21:48:41,Inform Customer,,,
1992,2022-12-12 16:46:11,Customer applies for loan,,,
1992,2022-12-12 18:46:11,Check application data,4039,,
1992,2022-12-12 20:46:11,Normal Check,,2,
1992,2022-12-12 22:46:11,Overall Assessment,,,
1992,2022-12-13 00:46:11,Inform Customer,,,
1993,2022-12-09 08:47:31,Customer applies for loan,,,
1993,2022-12-09 10:47:31,Check application data,95881,,
1993,2022-12-09 12:47:31,Extensive Check,,2,
1993,2022-12-09 14:47:31,Overall Assessment,,,
1993,2022-12-09 16:47:31,Inform Customer,,,
1994,2022-12-03 12:36:48,Customer applies for loan,,,
1994,2022-12-03 14:36:48,Check application data,17714,,
1994,2022-12-03 16:36:48,Normal Check,,3,
1994,2022-12-03 18:36:48,Overall Assessment,,,
1994,2022-12-03 20:36:48,Inform Customer,,,
1995,2022-12-10 13:58:41,Customer applies for loan,,,
1995,2022-12-10 15:58:41,Check application data,3008,,
1995,2022-12-10 17:58:41,Normal Check,,4,
1995,2022-12-10 19:58:41,Overall Assessment,,,
1995,2022-12-10 21:58:41,Inform Customer,,,
1996,2022-11-26 14:57:36,Customer applies for loan,,,
1996,2022-11-26 16:57:36,Check application data,56897,,
1996,2022-11-26 18:57:36,Normal Check,,4,
1996,2022-11-26 20:57:36,Overall Assessment,,,
1996,2022-11-26 22:57:36,Inform Customer,,,
1997,2022-12-06 12:33:02,Customer applies for loan,,,
1997,2022-12-06 14:33:02,Check application data,76664,,
1997,2022-12-06 16:33:02,Extensive Check,,1,
1997,2022-12-06 18:33:02,Overall Assessment,,,
1997,2022-12-06 20:33:02,Inform Customer,,,
1998,2022-12-07 13:04:24,Customer applies for loan,,,
1998,2022-12-07 15:04:24,Check application data,52486,,
1998,2022-12-07 17:04:24,Normal Check,,3,
1998,2022-12-07 19:04:24,Overall Assessment,,,
1998,2022-12-07 21:04:24,Inform Customer,,,
1999,2022-12-15 17:21:10,Customer applies for loan,,,
1999,2022-12-15 19:21:10,Check application data,58464,,
1999,2022-12-15 21:21:10,Normal Check,,2,
1999,2022-12-15 23:21:10,Overall Assessment,,,
1999,2022-12-16 01:21:10,Inform Customer,,,
2000,2022-11-26 08:48:09,Customer applies for loan,,,
2000,2022-11-26 10:48:09,Check application data,26252,,
2000,2022-11-26 12:48:09,Normal Check,,3,
2000,2022-11-26 14:48:09,Overall Assessment,,,
2000,2022-11-26 16:48:09,Inform Customer,,,
2001,2022-12-03 14:51:05,Customer applies for loan,,,
2001,2022-12-03 16:51:05,Check application data,93542,,
2001,2022-12-03 18:51:05,Extensive Check,,1,
2001,2022-12-03 20:51:05,Overall Assessment,,,
2001,2022-12-03 22:51:05,Inform Customer,,,
2002,2022-11-26 14:35:51,Customer applies for loan,,,
2002,2022-11-26 16:35:51,Check application data,79043,,
2002,2022-11-26 18:35:51,Extensive Check,,3,
2002,2022-11-26 20:35:51,Overall Assessment,,,
2002,2022-11-26 22:35:51,Inform Customer,,,
2003,2022-12-12 16:05:17,Customer applies for loan,,,
2003,2022-12-12 18:05:17,Check application data,81802,,
2003,2022-12-12 20:05:17,Extensive Check,,1,
2003,2022-12-12 22:05:17,Overall Assessment,,,
2003,2022-12-13 00:05:17,Inform Customer,,,
2004,2022-12-04 12:43:12,Customer applies for loan,,,
2004,2022-12-04 14:43:12,Check application data,76976,,
2004,2022-12-04 16:43:12,Extensive Check,,0,
2004,2022-12-04 18:43:12,Overall Assessment,,,
2004,2022-12-04 20:43:12,Inform Customer,,,
2005,2022-11-30 17:08:06,Customer applies for loan,,,
2005,2022-11-30 19:08:06,Check application data,30331,,
2005,2022-11-30 21:08:06,Normal Check,,3,
2005,2022-11-30 23:08:06,Overall Assessment,,,
2005,2022-12-01 01:08:06,Inform Customer,,,
2006,2022-12-07 16:24:47,Customer applies for loan,,,
2006,2022-12-07 18:24:47,Check application data,67346,,
2006,2022-12-07 20:24:47,Normal Check,,3,
2006,2022-12-07 22:24:47,Overall Assessment,,,
2006,2022-12-08 00:24:47,Inform Customer,,,
2007,2022-12-14 18:15:19,Customer applies for loan,,,
2007,2022-12-14 20:15:19,Check application data,78047,,
2007,2022-12-14 22:15:19,Extensive Check,,4,
2007,2022-12-15 00:15:19,Overall Assessment,,,
2007,2022-12-15 02:15:19,Inform Customer,,,
2008,2022-12-15 13:36:58,Customer applies for loan,,,
2008,2022-12-15 15:36:58,Check application data,94059,,
2008,2022-12-15 17:36:58,Extensive Check,,2,
2008,2022-12-15 19:36:58,Overall Assessment,,,
2008,2022-12-15 21:36:58,Inform Customer,,,
2009,2022-12-01 18:45:36,Customer applies for loan,,,
2009,2022-12-01 20:45:36,Check application data,95181,,
2009,2022-12-01 22:45:36,Extensive Check,,2,
2009,2022-12-02 00:45:36,Overall Assessment,,,
2009,2022-12-02 02:45:36,Inform Customer,,,
2010,2022-12-07 09:13:08,Customer applies for loan,,,
2010,2022-12-07 11:13:08,Check application data,52852,,
2010,2022-12-07 13:13:08,Normal Check,,1,
2010,2022-12-07 15:13:08,Overall Assessment,,,
2010,2022-12-07 17:13:08,Inform Customer,,,
2011,2022-12-13 13:21:16,Customer applies for loan,,,
2011,2022-12-13 15:21:16,Check application data,89240,,
2011,2022-12-13 17:21:16,Extensive Check,,2,
2011,2022-12-13 19:21:16,Overall Assessment,,,
2011,2022-12-13 21:21:16,Inform Customer,,,
2012,2022-11-29 17:35:51,Customer applies for loan,,,
2012,2022-11-29 19:35:51,Check application data,32714,,
2012,2022-11-29 21:35:51,Normal Check,,1,
2012,2022-11-29 23:35:51,Overall Assessment,,,
2012,2022-11-30 01:35:51,Inform Customer,,,
2013,2022-12-04 10:52:30,Customer applies for loan,,,
2013,2022-12-04 12:52:30,Check application data,53975,,
2013,2022-12-04 14:52:30,Normal Check,,4,
2013,2022-12-04 16:52:30,Overall Assessment,,,
2013,2022-12-04 18:52:30,Inform Customer,,,
2014,2022-12-13 10:42:39,Customer applies for loan,,,
2014,2022-12-13 12:42:39,Check application data,22842,,
2014,2022-12-13 14:42:39,Normal Check,,3,
2014,2022-12-13 16:42:39,Overall Assessment,,,
2014,2022-12-13 18:42:39,Inform Customer,,,
2015,2022-12-08 15:58:52,Customer applies for loan,,,
2015,2022-12-08 17:58:52,Check application data,13294,,
2015,2022-12-08 19:58:52,Normal Check,,4,
2015,2022-12-08 21:58:52,Overall Assessment,,,
2015,2022-12-08 23:58:52,Inform Customer,,,
2016,2022-11-30 16:50:49,Customer applies for loan,,,
2016,2022-11-30 18:50:49,Check application data,53073,,
2016,2022-11-30 20:50:49,Normal Check,,0,
2016,2022-11-30 22:50:49,Overall Assessment,,,
2016,2022-12-01 00:50:49,Inform Customer,,,
2017,2022-11-26 09:12:01,Customer applies for loan,,,
2017,2022-11-26 11:12:01,Check application data,45323,,
2017,2022-11-26 13:12:01,Normal Check,,0,
2017,2022-11-26 15:12:01,Overall Assessment,,,
2017,2022-11-26 17:12:01,Inform Customer,,,
2018,2022-12-08 13:29:17,Customer applies for loan,,,
2018,2022-12-08 15:29:17,Check application data,30567,,
2018,2022-12-08 17:29:17,Normal Check,,1,
2018,2022-12-08 19:29:17,Overall Assessment,,,
2018,2022-12-08 21:29:17,Inform Customer,,,
2019,2022-12-01 15:32:31,Customer applies for loan,,,
2019,2022-12-01 17:32:31,Check application data,18673,,
2019,2022-12-01 19:32:31,Normal Check,,1,
2019,2022-12-01 21:32:31,Overall Assessment,,,
2019,2022-12-01 23:32:31,Inform Customer,,,
2020,2022-12-03 11:26:27,Customer applies for loan,,,
2020,2022-12-03 13:26:27,Check application data,75437,,
2020,2022-12-03 15:26:27,Extensive Check,,3,
2020,2022-12-03 17:26:27,Overall Assessment,,,
2020,2022-12-03 19:26:27,Inform Customer,,,
2021,2022-11-28 14:50:01,Customer applies for loan,,,
2021,2022-11-28 16:50:01,Check application data,47370,,
2021,2022-11-28 18:50:01,Normal Check,,0,
2021,2022-11-28 20:50:01,Overall Assessment,,,
2021,2022-11-28 22:50:01,Inform Customer,,,
2022,2022-12-11 14:33:27,Customer applies for loan,,,
2022,2022-12-11 16:33:27,Check application data,4369,,
2022,2022-12-11 18:33:27,Normal Check,,0,
2022,2022-12-11 20:33:27,Overall Assessment,,,
2022,2022-12-11 22:33:27,Inform Customer,,,
2023,2022-11-27 08:14:23,Customer applies for loan,,,
2023,2022-11-27 10:14:23,Check application data,37006,,
2023,2022-11-27 12:14:23,Normal Check,,1,
2023,2022-11-27 14:14:23,Overall Assessment,,,
2023,2022-11-27 16:14:23,Inform Customer,,,
2024,2022-11-29 09:15:32,Customer applies for loan,,,
2024,2022-11-29 11:15:32,Check application data,94500,,
2024,2022-11-29 13:15:32,Extensive Check,,4,
2024,2022-11-29 15:15:32,Overall Assessment,,,
2024,2022-11-29 17:15:32,Inform Customer,,,
2025,2022-11-28 08:07:10,Customer applies for loan,,,
2025,2022-11-28 10:07:10,Check application data,81327,,
2025,2022-11-28 12:07:10,Extensive Check,,3,
2025,2022-11-28 14:07:10,Overall Assessment,,,
2025,2022-11-28 16:07:10,Inform Customer,,,
2026,2022-11-29 12:55:44,Customer applies for loan,,,
2026,2022-11-29 14:55:44,Check application data,13451,,
2026,2022-11-29 16:55:44,Normal Check,,0,
2026,2022-11-29 18:55:44,Overall Assessment,,,
2026,2022-11-29 20:55:44,Inform Customer,,,
2027,2022-12-11 09:07:59,Customer applies for loan,,,
2027,2022-12-11 11:07:59,Check application data,98145,,
2027,2022-12-11 13:07:59,Extensive Check,,2,
2027,2022-12-11 15:07:59,Overall Assessment,,,
2027,2022-12-11 17:07:59,Inform Customer,,,
2028,2022-12-10 10:43:07,Customer applies for loan,,,
2028,2022-12-10 12:43:07,Check application data,77424,,
2028,2022-12-10 14:43:07,Extensive Check,,4,
2028,2022-12-10 16:43:07,Overall Assessment,,,
2028,2022-12-10 18:43:07,Inform Customer,,,
2029,2022-12-15 12:08:46,Customer applies for loan,,,
2029,2022-12-15 14:08:46,Check application data,4223,,
2029,2022-12-15 16:08:46,Normal Check,,0,
2029,2022-12-15 18:08:46,Overall Assessment,,,
2029,2022-12-15 20:08:46,Inform Customer,,,
2030,2022-12-08 08:06:50,Customer applies for loan,,,
2030,2022-12-08 10:06:50,Check application data,69067,,
2030,2022-12-08 12:06:50,Normal Check,,0,
2030,2022-12-08 14:06:50,Overall Assessment,,,
2030,2022-12-08 16:06:50,Inform Customer,,,
2031,2022-12-10 08:51:57,Customer applies for loan,,,
2031,2022-12-10 10:51:57,Check application data,67719,,
2031,2022-12-10 12:51:57,Normal Check,,0,
2031,2022-12-10 14:51:57,Overall Assessment,,,
2031,2022-12-10 16:51:57,Inform Customer,,,
2032,2022-12-12 15:33:13,Customer applies for loan,,,
2032,2022-12-12 17:33:13,Check application data,94992,,
2032,2022-12-12 19:33:13,Extensive Check,,2,
2032,2022-12-12 21:33:13,Overall Assessment,,,
2032,2022-12-12 23:33:13,Inform Customer,,,
2033,2022-12-01 17:33:46,Customer applies for loan,,,
2033,2022-12-01 19:33:46,Check application data,65970,,
2033,2022-12-01 21:33:46,Normal Check,,2,
2033,2022-12-01 23:33:46,Overall Assessment,,,
2033,2022-12-02 01:33:46,Inform Customer,,,
2034,2022-12-12 17:43:24,Customer applies for loan,,,
2034,2022-12-12 19:43:24,Check application data,35826,,
2034,2022-12-12 21:43:24,Normal Check,,4,
2034,2022-12-12 23:43:24,Overall Assessment,,,
2034,2022-12-13 01:43:24,Inform Customer,,,
2035,2022-12-04 17:34:11,Customer applies for loan,,,
2035,2022-12-04 19:34:11,Check application data,99154,,
2035,2022-12-04 21:34:11,Extensive Check,,3,
2035,2022-12-04 23:34:11,Overall Assessment,,,
2035,2022-12-05 01:34:11,Inform Customer,,,
2036,2022-12-06 18:49:00,Customer applies for loan,,,
2036,2022-12-06 20:49:00,Check application data,62713,,
2036,2022-12-06 22:49:00,Normal Check,,4,
2036,2022-12-07 00:49:00,Overall Assessment,,,
2036,2022-12-07 02:49:00,Inform Customer,,,
2037,2022-11-28 10:45:22,Customer applies for loan,,,
2037,2022-11-28 12:45:22,Check application data,50754,,
2037,2022-11-28 14:45:22,Normal Check,,2,
2037,2022-11-28 16:45:22,Overall Assessment,,,
2037,2022-11-28 18:45:22,Inform Customer,,,
2038,2022-12-01 10:38:55,Customer applies for loan,,,
2038,2022-12-01 12:38:55,Check application data,3029,,
2038,2022-12-01 14:38:55,Normal Check,,3,
2038,2022-12-01 16:38:55,Overall Assessment,,,
2038,2022-12-01 18:38:55,Inform Customer,,,
2039,2022-12-10 09:45:03,Customer applies for loan,,,
2039,2022-12-10 11:45:03,Check application data,33800,,
2039,2022-12-10 13:45:03,Normal Check,,2,
2039,2022-12-10 15:45:03,Overall Assessment,,,
2039,2022-12-10 17:45:03,Inform Customer,,,
2040,2022-12-15 14:50:49,Customer applies for loan,,,
2040,2022-12-15 16:50:49,Check application data,34123,,
2040,2022-12-15 18:50:49,Normal Check,,0,
2040,2022-12-15 20:50:49,Overall Assessment,,,
2040,2022-12-15 22:50:49,Inform Customer,,,
2041,2022-12-07 16:25:44,Customer applies for loan,,,
2041,2022-12-07 18:25:44,Check application data,10575,,
2041,2022-12-07 20:25:44,Normal Check,,2,
2041,2022-12-07 22:25:44,Overall Assessment,,,
2041,2022-12-08 00:25:44,Inform Customer,,,
2042,2022-12-08 16:43:14,Customer applies for loan,,,
2042,2022-12-08 18:43:14,Check application data,88254,,
2042,2022-12-08 20:43:14,Extensive Check,,4,
2042,2022-12-08 22:43:14,Overall Assessment,,,
2042,2022-12-09 00:43:14,Inform Customer,,,
2043,2022-12-02 12:14:02,Customer applies for loan,,,
2043,2022-12-02 14:14:02,Check application data,8476,,
2043,2022-12-02 16:14:02,Normal Check,,1,
2043,2022-12-02 18:14:02,Overall Assessment,,,
2043,2022-12-02 20:14:02,Inform Customer,,,
2044,2022-11-26 15:55:16,Customer applies for loan,,,
2044,2022-11-26 17:55:16,Check application data,2924,,
2044,2022-11-26 19:55:16,Normal Check,,1,
2044,2022-11-26 21:55:16,Overall Assessment,,,
2044,2022-11-26 23:55:16,Inform Customer,,,
2045,2022-11-30 16:51:40,Customer applies for loan,,,
2045,2022-11-30 18:51:40,Check application data,67351,,
2045,2022-11-30 20:51:40,Normal Check,,0,
2045,2022-11-30 22:51:40,Overall Assessment,,,
2045,2022-12-01 00:51:40,Inform Customer,,,
2046,2022-12-13 11:05:30,Customer applies for loan,,,
2046,2022-12-13 13:05:30,Check application data,12144,,
2046,2022-12-13 15:05:30,Normal Check,,1,
2046,2022-12-13 17:05:30,Overall Assessment,,,
2046,2022-12-13 19:05:30,Inform Customer,,,
2047,2022-11-27 10:00:52,Customer applies for loan,,,
2047,2022-11-27 12:00:52,Check application data,13602,,
2047,2022-11-27 14:00:52,Normal Check,,1,
2047,2022-11-27 16:00:52,Overall Assessment,,,
2047,2022-11-27 18:00:52,Inform Customer,,,
2048,2022-12-11 08:30:55,Customer applies for loan,,,
2048,2022-12-11 10:30:55,Check application data,66440,,
2048,2022-12-11 12:30:55,Normal Check,,2,
2048,2022-12-11 14:30:55,Overall Assessment,,,
2048,2022-12-11 16:30:55,Inform Customer,,,
2049,2022-11-30 14:39:21,Customer applies for loan,,,
2049,2022-11-30 16:39:21,Check application data,1015,,
2049,2022-11-30 18:39:21,Normal Check,,0,
2049,2022-11-30 20:39:21,Overall Assessment,,,
2049,2022-11-30 22:39:21,Inform Customer,,,
2050,2022-11-27 13:27:00,Customer applies for loan,,,
2050,2022-11-27 15:27:00,Check application data,28583,,
2050,2022-11-27 17:27:00,Normal Check,,1,
2050,2022-11-27 19:27:00,Overall Assessment,,,
2050,2022-11-27 21:27:00,Inform Customer,,,
2051,2022-12-14 13:31:47,Customer applies for loan,,,
2051,2022-12-14 15:31:47,Check application data,92701,,
2051,2022-12-14 17:31:47,Extensive Check,,3,
2051,2022-12-14 19:31:47,Overall Assessment,,,
2051,2022-12-14 21:31:47,Inform Customer,,,
2052,2022-12-12 08:25:03,Customer applies for loan,,,
2052,2022-12-12 10:25:03,Check application data,74652,,
2052,2022-12-12 12:25:03,Extensive Check,,3,
2052,2022-12-12 14:25:03,Overall Assessment,,,
2052,2022-12-12 16:25:03,Inform Customer,,,
2053,2022-12-10 08:55:14,Customer applies for loan,,,
2053,2022-12-10 10:55:14,Check application data,35474,,
2053,2022-12-10 12:55:14,Normal Check,,4,
2053,2022-12-10 14:55:14,Overall Assessment,,,
2053,2022-12-10 16:55:14,Inform Customer,,,
2054,2022-12-12 16:54:24,Customer applies for loan,,,
2054,2022-12-12 18:54:24,Check application data,76629,,
2054,2022-12-12 20:54:24,Extensive Check,,3,
2054,2022-12-12 22:54:24,Overall Assessment,,,
2054,2022-12-13 00:54:24,Inform Customer,,,
2055,2022-12-12 15:00:54,Customer applies for loan,,,
2055,2022-12-12 17:00:54,Check application data,10797,,
2055,2022-12-12 19:00:54,Normal Check,,3,
2055,2022-12-12 21:00:54,Overall Assessment,,,
2055,2022-12-12 23:00:54,Inform Customer,,,
2056,2022-12-11 16:42:05,Customer applies for loan,,,
2056,2022-12-11 18:42:05,Check application data,26814,,
2056,2022-12-11 20:42:05,Normal Check,,3,
2056,2022-12-11 22:42:05,Overall Assessment,,,
2056,2022-12-12 00:42:05,Inform Customer,,,
2057,2022-12-13 17:12:22,Customer applies for loan,,,
2057,2022-12-13 19:12:22,Check application data,62470,,
2057,2022-12-13 21:12:22,Normal Check,,3,
2057,2022-12-13 23:12:22,Overall Assessment,,,
2057,2022-12-14 01:12:22,Inform Customer,,,
2058,2022-11-26 16:58:19,Customer applies for loan,,,
2058,2022-11-26 18:58:19,Check application data,66248,,
2058,2022-11-26 20:58:19,Normal Check,,4,
2058,2022-11-26 22:58:19,Overall Assessment,,,
2058,2022-11-27 00:58:19,Inform Customer,,,
2059,2022-12-10 14:06:59,Customer applies for loan,,,
2059,2022-12-10 16:06:59,Check application data,6158,,
2059,2022-12-10 18:06:59,Normal Check,,4,
2059,2022-12-10 20:06:59,Overall Assessment,,,
2059,2022-12-10 22:06:59,Inform Customer,,,
2060,2022-11-27 10:05:18,Customer applies for loan,,,
2060,2022-11-27 12:05:18,Check application data,52735,,
2060,2022-11-27 14:05:18,Normal Check,,2,
2060,2022-11-27 16:05:18,Overall Assessment,,,
2060,2022-11-27 18:05:18,Inform Customer,,,
2061,2022-12-14 12:49:47,Customer applies for loan,,,
2061,2022-12-14 14:49:47,Check application data,9110,,
2061,2022-12-14 16:49:47,Normal Check,,2,
2061,2022-12-14 18:49:47,Overall Assessment,,,
2061,2022-12-14 20:49:47,Inform Customer,,,
2062,2022-11-30 08:22:27,Customer applies for loan,,,
2062,2022-11-30 10:22:27,Check application data,14378,,
2062,2022-11-30 12:22:27,Normal Check,,4,
2062,2022-11-30 14:22:27,Overall Assessment,,,
2062,2022-11-30 16:22:27,Inform Customer,,,
2063,2022-11-26 11:23:38,Customer applies for loan,,,
2063,2022-11-26 13:23:38,Check application data,6219,,
2063,2022-11-26 15:23:38,Normal Check,,2,
2063,2022-11-26 17:23:38,Overall Assessment,,,
2063,2022-11-26 19:23:38,Inform Customer,,,
2064,2022-12-06 09:15:25,Customer applies for loan,,,
2064,2022-12-06 11:15:25,Check application data,7958,,
2064,2022-12-06 13:15:25,Normal Check,,1,
2064,2022-12-06 15:15:25,Overall Assessment,,,
2064,2022-12-06 17:15:25,Inform Customer,,,
2065,2022-12-01 12:11:26,Customer applies for loan,,,
2065,2022-12-01 14:11:26,Check application data,29489,,
2065,2022-12-01 16:11:26,Normal Check,,4,
2065,2022-12-01 18:11:26,Overall Assessment,,,
2065,2022-12-01 20:11:26,Inform Customer,,,
2066,2022-11-27 13:35:48,Customer applies for loan,,,
2066,2022-11-27 15:35:48,Check application data,14402,,
2066,2022-11-27 17:35:48,Normal Check,,0,
2066,2022-11-27 19:35:48,Overall Assessment,,,
2066,2022-11-27 21:35:48,Inform Customer,,,
2067,2022-12-01 17:14:37,Customer applies for loan,,,
2067,2022-12-01 19:14:37,Check application data,83424,,
2067,2022-12-01 21:14:37,Extensive Check,,4,
2067,2022-12-01 23:14:37,Overall Assessment,,,
2067,2022-12-02 01:14:37,Inform Customer,,,
2068,2022-12-15 16:19:51,Customer applies for loan,,,
2068,2022-12-15 18:19:51,Check application data,84576,,
2068,2022-12-15 20:19:51,Extensive Check,,4,
2068,2022-12-15 22:19:51,Overall Assessment,,,
2068,2022-12-16 00:19:51,Inform Customer,,,
2069,2022-12-13 18:18:12,Customer applies for loan,,,
2069,2022-12-13 20:18:12,Check application data,6115,,
2069,2022-12-13 22:18:12,Normal Check,,1,
2069,2022-12-14 00:18:12,Overall Assessment,,,
2069,2022-12-14 02:18:12,Inform Customer,,,
2070,2022-11-29 09:28:46,Customer applies for loan,,,
2070,2022-11-29 11:28:46,Check application data,48495,,
2070,2022-11-29 13:28:46,Normal Check,,3,
2070,2022-11-29 15:28:46,Overall Assessment,,,
2070,2022-11-29 17:28:46,Inform Customer,,,
2071,2022-11-30 17:23:03,Customer applies for loan,,,
2071,2022-11-30 19:23:03,Check application data,49871,,
2071,2022-11-30 21:23:03,Normal Check,,2,
2071,2022-11-30 23:23:03,Overall Assessment,,,
2071,2022-12-01 01:23:03,Inform Customer,,,
2072,2022-12-03 15:12:41,Customer applies for loan,,,
2072,2022-12-03 17:12:41,Check application data,83030,,
2072,2022-12-03 19:12:41,Extensive Check,,1,
2072,2022-12-03 21:12:41,Overall Assessment,,,
2072,2022-12-03 23:12:41,Inform Customer,,,
2073,2022-12-05 15:45:56,Customer applies for loan,,,
2073,2022-12-05 17:45:56,Check application data,32534,,
2073,2022-12-05 19:45:56,Normal Check,,3,
2073,2022-12-05 21:45:56,Overall Assessment,,,
2073,2022-12-05 23:45:56,Inform Customer,,,
2074,2022-11-30 17:32:20,Customer applies for loan,,,
2074,2022-11-30 19:32:20,Check application data,81415,,
2074,2022-11-30 21:32:20,Extensive Check,,4,
2074,2022-11-30 23:32:20,Overall Assessment,,,
2074,2022-12-01 01:32:20,Inform Customer,,,
2075,2022-12-03 16:59:58,Customer applies for loan,,,
2075,2022-12-03 18:59:58,Check application data,77537,,
2075,2022-12-03 20:59:58,Extensive Check,,4,
2075,2022-12-03 22:59:58,Overall Assessment,,,
2075,2022-12-04 00:59:58,Inform Customer,,,
2076,2022-11-28 12:40:27,Customer applies for loan,,,
2076,2022-11-28 14:40:27,Check application data,44420,,
2076,2022-11-28 16:40:27,Normal Check,,2,
2076,2022-11-28 18:40:27,Overall Assessment,,,
2076,2022-11-28 20:40:27,Inform Customer,,,
2077,2022-12-06 09:59:48,Customer applies for loan,,,
2077,2022-12-06 11:59:48,Check application data,53912,,
2077,2022-12-06 13:59:48,Normal Check,,2,
2077,2022-12-06 15:59:48,Overall Assessment,,,
2077,2022-12-06 17:59:48,Inform Customer,,,
2078,2022-12-03 15:10:37,Customer applies for loan,,,
2078,2022-12-03 17:10:37,Check application data,9011,,
2078,2022-12-03 19:10:37,Normal Check,,3,
2078,2022-12-03 21:10:37,Overall Assessment,,,
2078,2022-12-03 23:10:37,Inform Customer,,,
2079,2022-12-04 10:01:23,Customer applies for loan,,,
2079,2022-12-04 12:01:23,Check application data,56686,,
2079,2022-12-04 14:01:23,Normal Check,,3,
2079,2022-12-04 16:01:23,Overall Assessment,,,
2079,2022-12-04 18:01:23,Inform Customer,,,
2080,2022-12-01 12:14:49,Customer applies for loan,,,
2080,2022-12-01 14:14:49,Check application data,38598,,
2080,2022-12-01 16:14:49,Normal Check,,4,
2080,2022-12-01 18:14:49,Overall Assessment,,,
2080,2022-12-01 20:14:49,Inform Customer,,,
2081,2022-12-07 09:18:47,Customer applies for loan,,,
2081,2022-12-07 11:18:47,Check application data,88873,,
2081,2022-12-07 13:18:47,Extensive Check,,3,
2081,2022-12-07 15:18:47,Overall Assessment,,,
2081,2022-12-07 17:18:47,Inform Customer,,,
2082,2022-11-30 17:49:15,Customer applies for loan,,,
2082,2022-11-30 19:49:15,Check application data,56985,,
2082,2022-11-30 21:49:15,Normal Check,,0,
