uuid,timestamp,event,amount_loan,risk_level,assessment,income
2920,2022-11-27 13:50:37,Customer applies for loan,,,,
2920,2022-11-27 15:50:37,Check application data,45851,,,6441
2920,2022-11-27 17:50:37,Normal Check,,2,,
2920,2022-11-27 19:50:37,Overall Assessment,,,,
2920,2022-11-27 21:50:37,Inform Customer,,,,
2921,2022-12-13 09:52:39,Customer applies for loan,,,,
2921,2022-12-13 11:52:39,Check application data,92642,,,9155
2921,2022-12-13 13:52:39,Extensive Check,,3,,
2921,2022-12-13 15:52:39,Overall Assessment,,,,
2921,2022-12-13 17:52:39,Inform Customer,,,,
2922,2022-12-07 11:06:47,Customer applies for loan,,,,
2922,2022-12-07 13:06:47,Check application data,29322,,,9413
2922,2022-12-07 15:06:47,Normal Check,,4,,
2922,2022-12-07 17:06:47,Overall Assessment,,,,
2922,2022-12-07 19:06:47,Inform Customer,,,,
2923,2022-12-12 14:12:02,Customer applies for loan,,,,
2923,2022-12-12 16:12:02,Check application data,52402,,,8997
2923,2022-12-12 18:12:02,Normal Check,,2,,
2923,2022-12-12 20:12:02,Overall Assessment,,,,
2923,2022-12-12 22:12:02,Inform Customer,,,,
2924,2022-12-03 11:35:11,Customer applies for loan,,,,
2924,2022-12-03 13:35:11,Check application data,89508,,,2736
2924,2022-12-03 15:35:11,Extensive Check,,2,,
2924,2022-12-03 17:35:11,Overall Assessment,,,,
2924,2022-12-03 19:35:11,Inform Customer,,,,
2925,2022-11-30 16:52:45,Customer applies for loan,,,,
2925,2022-11-30 18:52:45,Check application data,31783,,,2530
2925,2022-11-30 20:52:45,Extensive Check,,3,,
2925,2022-11-30 22:52:45,Overall Assessment,,,,
2925,2022-12-01 00:52:45,Inform Customer,,,,
2926,2022-12-14 14:41:00,Customer applies for loan,,,,
2926,2022-12-14 16:41:00,Check application data,88542,,,5394
2926,2022-12-14 18:41:00,Extensive Check,,2,,
2926,2022-12-14 20:41:00,Overall Assessment,,,,
2926,2022-12-14 22:41:00,Inform Customer,,,,
2927,2022-12-06 17:35:33,Customer applies for loan,,,,
2927,2022-12-06 19:35:33,Check application data,64612,,,6651
2927,2022-12-06 21:35:33,Normal Check,,3,,
2927,2022-12-06 23:35:33,Overall Assessment,,,,
2927,2022-12-07 01:35:33,Inform Customer,,,,
2928,2022-12-07 13:04:25,Customer applies for loan,,,,
2928,2022-12-07 15:04:25,Check application data,77768,,,9015
2928,2022-12-07 17:04:25,Normal Check,,2,,
2928,2022-12-07 19:04:25,Overall Assessment,,,,
2928,2022-12-07 21:04:25,Inform Customer,,,,
2929,2022-12-11 15:04:45,Customer applies for loan,,,,
2929,2022-12-11 17:04:45,Check application data,56481,,,6826
2929,2022-12-11 19:04:45,Normal Check,,3,,
2929,2022-12-11 21:04:45,Overall Assessment,,,,
2929,2022-12-11 23:04:45,Inform Customer,,,,
2930,2022-12-01 08:35:15,Customer applies for loan,,,,
2930,2022-12-01 10:35:15,Check application data,80224,,,1337
2930,2022-12-01 12:35:15,Extensive Check,,1,,
2930,2022-12-01 14:35:15,Overall Assessment,,,,
2930,2022-12-01 16:35:15,Inform Customer,,,,
2931,2022-12-11 09:19:08,Customer applies for loan,,,,
2931,2022-12-11 11:19:08,Check application data,26229,,,2458
2931,2022-12-11 13:19:08,Extensive Check,,3,,
2931,2022-12-11 15:19:08,Overall Assessment,,,,
2931,2022-12-11 17:19:08,Inform Customer,,,,
2932,2022-12-06 10:30:03,Customer applies for loan,,,,
2932,2022-12-06 12:30:03,Check application data,14611,,,3798
2932,2022-12-06 14:30:03,Normal Check,,4,,
2932,2022-12-06 16:30:03,Overall Assessment,,,,
2932,2022-12-06 18:30:03,Inform Customer,,,,
2933,2022-12-13 10:21:39,Customer applies for loan,,,,
2933,2022-12-13 12:21:39,Check application data,23268,,,2775
2933,2022-12-13 14:21:39,Extensive Check,,0,,
2933,2022-12-13 16:21:39,Overall Assessment,,,,
2933,2022-12-13 18:21:39,Inform Customer,,,,
2934,2022-11-28 15:09:15,Customer applies for loan,,,,
2934,2022-11-28 17:09:15,Check application data,65581,,,2336
2934,2022-11-28 19:09:15,Extensive Check,,0,,
2934,2022-11-28 21:09:15,Overall Assessment,,,,
2934,2022-11-28 23:09:15,Inform Customer,,,,
2935,2022-12-09 12:56:02,Customer applies for loan,,,,
2935,2022-12-09 14:56:02,Check application data,61945,,,1578
2935,2022-12-09 16:56:02,Extensive Check,,2,,
2935,2022-12-09 18:56:02,Overall Assessment,,,,
2935,2022-12-09 20:56:02,Inform Customer,,,,
2936,2022-12-07 15:08:48,Customer applies for loan,,,,
2936,2022-12-07 17:08:48,Check application data,50717,,,1307
2936,2022-12-07 19:08:48,Extensive Check,,2,,
2936,2022-12-07 21:08:48,Overall Assessment,,,,
2936,2022-12-07 23:08:48,Inform Customer,,,,
2937,2022-12-04 12:37:27,Customer applies for loan,,,,
2937,2022-12-04 14:37:27,Check application data,46801,,,1796
2937,2022-12-04 16:37:27,Extensive Check,,4,,
2937,2022-12-04 18:37:27,Overall Assessment,,,,
2937,2022-12-04 20:37:27,Inform Customer,,,,
2938,2022-11-26 14:07:51,Customer applies for loan,,,,
2938,2022-11-26 16:07:51,Check application data,60615,,,1320
2938,2022-11-26 18:07:51,Extensive Check,,2,,
2938,2022-11-26 20:07:51,Overall Assessment,,,,
2938,2022-11-26 22:07:51,Inform Customer,,,,
2939,2022-12-03 08:38:35,Customer applies for loan,,,,
2939,2022-12-03 10:38:35,Check application data,85992,,,4642
2939,2022-12-03 12:38:35,Extensive Check,,2,,
2939,2022-12-03 14:38:35,Overall Assessment,,,,
2939,2022-12-03 16:38:35,Inform Customer,,,,
2940,2022-11-30 13:28:42,Customer applies for loan,,,,
2940,2022-11-30 15:28:42,Check application data,92120,,,2711
2940,2022-11-30 17:28:42,Extensive Check,,1,,
2940,2022-11-30 19:28:42,Overall Assessment,,,,
2940,2022-11-30 21:28:42,Inform Customer,,,,
2941,2022-11-26 08:10:25,Customer applies for loan,,,,
2941,2022-11-26 10:10:25,Check application data,42970,,,8097
2941,2022-11-26 12:10:25,Normal Check,,2,,
2941,2022-11-26 14:10:25,Overall Assessment,,,,
2941,2022-11-26 16:10:25,Inform Customer,,,,
2942,2022-12-14 12:14:30,Customer applies for loan,,,,
2942,2022-12-14 14:14:30,Check application data,44852,,,7475
2942,2022-12-14 16:14:30,Normal Check,,2,,
2942,2022-12-14 18:14:30,Overall Assessment,,,,
2942,2022-12-14 20:14:30,Inform Customer,,,,
2943,2022-12-10 08:17:57,Customer applies for loan,,,,
2943,2022-12-10 10:17:57,Check application data,19640,,,2561
2943,2022-12-10 12:17:57,Extensive Check,,4,,
2943,2022-12-10 14:17:57,Overall Assessment,,,,
2943,2022-12-10 16:17:57,Inform Customer,,,,
2944,2022-12-06 13:44:15,Customer applies for loan,,,,
2944,2022-12-06 15:44:15,Check application data,40316,,,9916
2944,2022-12-06 17:44:15,Normal Check,,0,,
2944,2022-12-06 19:44:15,Overall Assessment,,,,
2944,2022-12-06 21:44:15,Inform Customer,,,,
2945,2022-12-10 11:03:43,Customer applies for loan,,,,
2945,2022-12-10 13:03:43,Check application data,89720,,,6750
2945,2022-12-10 15:03:43,Extensive Check,,3,,
2945,2022-12-10 17:03:43,Overall Assessment,,,,
2945,2022-12-10 19:03:43,Inform Customer,,,,
2946,2022-11-26 17:46:45,Customer applies for loan,,,,
2946,2022-11-26 19:46:45,Check application data,37058,,,9991
2946,2022-11-26 21:46:45,Normal Check,,1,,
2946,2022-11-26 23:46:45,Overall Assessment,,,,
2946,2022-11-27 01:46:45,Inform Customer,,,,
2947,2022-12-05 09:59:55,Customer applies for loan,,,,
2947,2022-12-05 11:59:55,Check application data,26471,,,1357
2947,2022-12-05 13:59:55,Extensive Check,,4,,
2947,2022-12-05 15:59:55,Overall Assessment,,,,
2947,2022-12-05 17:59:55,Inform Customer,,,,
2948,2022-12-08 15:08:44,Customer applies for loan,,,,
2948,2022-12-08 17:08:44,Check application data,20115,,,9533
2948,2022-12-08 19:08:44,Normal Check,,2,,
2948,2022-12-08 21:08:44,Overall Assessment,,,,
2948,2022-12-08 23:08:44,Inform Customer,,,,
2949,2022-12-10 16:50:06,Customer applies for loan,,,,
2949,2022-12-10 18:50:06,Check application data,68105,,,9715
2949,2022-12-10 20:50:06,Normal Check,,0,,
2949,2022-12-10 22:50:06,Overall Assessment,,,,
2949,2022-12-11 00:50:06,Inform Customer,,,,
2950,2022-12-01 15:50:29,Customer applies for loan,,,,
2950,2022-12-01 17:50:29,Check application data,30918,,,7153
2950,2022-12-01 19:50:29,Normal Check,,4,,
2950,2022-12-01 21:50:29,Overall Assessment,,,,
2950,2022-12-01 23:50:29,Inform Customer,,,,
2951,2022-12-15 15:01:40,Customer applies for loan,,,,
2951,2022-12-15 17:01:40,Check application data,60676,,,5912
2951,2022-12-15 19:01:40,Normal Check,,2,,
2951,2022-12-15 21:01:40,Overall Assessment,,,,
2951,2022-12-15 23:01:40,Inform Customer,,,,
2952,2022-12-07 08:19:45,Customer applies for loan,,,,
2952,2022-12-07 10:19:45,Check application data,34924,,,3354
2952,2022-12-07 12:19:45,Normal Check,,1,,
2952,2022-12-07 14:19:45,Overall Assessment,,,,
2952,2022-12-07 16:19:45,Inform Customer,,,,
2953,2022-12-04 15:18:16,Customer applies for loan,,,,
2953,2022-12-04 17:18:16,Check application data,36881,,,7355
2953,2022-12-04 19:18:16,Normal Check,,4,,
2953,2022-12-04 21:18:16,Overall Assessment,,,,
2953,2022-12-04 23:18:16,Inform Customer,,,,
2954,2022-12-02 11:08:45,Customer applies for loan,,,,
2954,2022-12-02 13:08:45,Check application data,18124,,,4847
2954,2022-12-02 15:08:45,Normal Check,,0,,
2954,2022-12-02 17:08:45,Overall Assessment,,,,
2954,2022-12-02 19:08:45,Inform Customer,,,,
2955,2022-11-27 18:53:56,Customer applies for loan,,,,
2955,2022-11-27 20:53:56,Check application data,76049,,,6265
2955,2022-11-27 22:53:56,Normal Check,,2,,
2955,2022-11-28 00:53:56,Overall Assessment,,,,
2955,2022-11-28 02:53:56,Inform Customer,,,,
2956,2022-11-27 08:04:11,Customer applies for loan,,,,
2956,2022-11-27 10:04:11,Check application data,74504,,,6522
2956,2022-11-27 12:04:11,Normal Check,,0,,
2956,2022-11-27 14:04:11,Overall Assessment,,,,
2956,2022-11-27 16:04:11,Inform Customer,,,,
2957,2022-11-29 17:53:06,Customer applies for loan,,,,
2957,2022-11-29 19:53:06,Check application data,29261,,,1111
2957,2022-11-29 21:53:06,Extensive Check,,2,,
2957,2022-11-29 23:53:06,Overall Assessment,,,,
2957,2022-11-30 01:53:06,Inform Customer,,,,
2958,2022-12-07 11:32:22,Customer applies for loan,,,,
2958,2022-12-07 13:32:22,Check application data,10897,,,2064
2958,2022-12-07 15:32:22,Extensive Check,,3,,
2958,2022-12-07 17:32:22,Overall Assessment,,,,
2958,2022-12-07 19:32:22,Inform Customer,,,,
2959,2022-12-09 12:13:10,Customer applies for loan,,,,
2959,2022-12-09 14:13:10,Check application data,53874,,,8444
2959,2022-12-09 16:13:10,Normal Check,,3,,
2959,2022-12-09 18:13:10,Overall Assessment,,,,
2959,2022-12-09 20:13:10,Inform Customer,,,,
2960,2022-11-27 12:22:00,Customer applies for loan,,,,
2960,2022-11-27 14:22:00,Check application data,11595,,,9373
2960,2022-11-27 16:22:00,Normal Check,,3,,
2960,2022-11-27 18:22:00,Overall Assessment,,,,
2960,2022-11-27 20:22:00,Inform Customer,,,,
2961,2022-12-04 12:30:13,Customer applies for loan,,,,
2961,2022-12-04 14:30:13,Check application data,53098,,,7951
2961,2022-12-04 16:30:13,Normal Check,,4,,
2961,2022-12-04 18:30:13,Overall Assessment,,,,
2961,2022-12-04 20:30:13,Inform Customer,,,,
2962,2022-12-01 13:52:53,Customer applies for loan,,,,
2962,2022-12-01 15:52:53,Check application data,10059,,,2811
2962,2022-12-01 17:52:53,Extensive Check,,1,,
2962,2022-12-01 19:52:53,Overall Assessment,,,,
2962,2022-12-01 21:52:53,Inform Customer,,,,
2963,2022-11-28 11:27:51,Customer applies for loan,,,,
2963,2022-11-28 13:27:51,Check application data,25292,,,1447
2963,2022-11-28 15:27:51,Extensive Check,,3,,
2963,2022-11-28 17:27:51,Overall Assessment,,,,
2963,2022-11-28 19:27:51,Inform Customer,,,,
2964,2022-11-28 12:11:59,Customer applies for loan,,,,
2964,2022-11-28 14:11:59,Check application data,69073,,,1177
2964,2022-11-28 16:11:59,Extensive Check,,3,,
2964,2022-11-28 18:11:59,Overall Assessment,,,,
2964,2022-11-28 20:11:59,Inform Customer,,,,
2965,2022-11-27 15:59:21,Customer applies for loan,,,,
2965,2022-11-27 17:59:21,Check application data,85125,,,2243
2965,2022-11-27 19:59:21,Extensive Check,,0,,
2965,2022-11-27 21:59:21,Overall Assessment,,,,
2965,2022-11-27 23:59:21,Inform Customer,,,,
2966,2022-12-06 17:18:48,Customer applies for loan,,,,
2966,2022-12-06 19:18:48,Check application data,76114,,,8264
2966,2022-12-06 21:18:48,Normal Check,,4,,
2966,2022-12-06 23:18:48,Overall Assessment,,,,
2966,2022-12-07 01:18:48,Inform Customer,,,,
2967,2022-11-27 16:07:36,Customer applies for loan,,,,
2967,2022-11-27 18:07:36,Check application data,69380,,,2119
2967,2022-11-27 20:07:36,Extensive Check,,1,,
2967,2022-11-27 22:07:36,Overall Assessment,,,,
2967,2022-11-28 00:07:36,Inform Customer,,,,
2968,2022-12-12 08:47:05,Customer applies for loan,,,,
2968,2022-12-12 10:47:05,Check application data,46780,,,7868
2968,2022-12-12 12:47:05,Normal Check,,2,,
2968,2022-12-12 14:47:05,Overall Assessment,,,,
2968,2022-12-12 16:47:05,Inform Customer,,,,
2969,2022-12-02 18:21:56,Customer applies for loan,,,,
2969,2022-12-02 20:21:56,Check application data,31273,,,4475
2969,2022-12-02 22:21:56,Normal Check,,0,,
2969,2022-12-03 00:21:56,Overall Assessment,,,,
2969,2022-12-03 02:21:56,Inform Customer,,,,
2970,2022-12-03 15:57:27,Customer applies for loan,,,,
2970,2022-12-03 17:57:27,Check application data,98378,,,6893
2970,2022-12-03 19:57:27,Extensive Check,,2,,
2970,2022-12-03 21:57:27,Overall Assessment,,,,
2970,2022-12-03 23:57:27,Inform Customer,,,,
2971,2022-12-05 15:40:05,Customer applies for loan,,,,
2971,2022-12-05 17:40:05,Check application data,44564,,,5843
2971,2022-12-05 19:40:05,Normal Check,,3,,
2971,2022-12-05 21:40:05,Overall Assessment,,,,
2971,2022-12-05 23:40:05,Inform Customer,,,,
2972,2022-11-26 14:21:36,Customer applies for loan,,,,
2972,2022-11-26 16:21:36,Check application data,14874,,,8290
2972,2022-11-26 18:21:36,Normal Check,,2,,
2972,2022-11-26 20:21:36,Overall Assessment,,,,
2972,2022-11-26 22:21:36,Inform Customer,,,,
2973,2022-11-29 18:47:28,Customer applies for loan,,,,
2973,2022-11-29 20:47:28,Check application data,41167,,,4752
2973,2022-11-29 22:47:28,Normal Check,,3,,
2973,2022-11-30 00:47:28,Overall Assessment,,,,
2973,2022-11-30 02:47:28,Inform Customer,,,,
2974,2022-12-08 17:35:57,Customer applies for loan,,,,
2974,2022-12-08 19:35:57,Check application data,26787,,,9077
2974,2022-12-08 21:35:57,Normal Check,,3,,
2974,2022-12-08 23:35:57,Overall Assessment,,,,
2974,2022-12-09 01:35:57,Inform Customer,,,,
2975,2022-12-09 17:42:10,Customer applies for loan,,,,
2975,2022-12-09 19:42:10,Check application data,34095,,,2275
2975,2022-12-09 21:42:10,Extensive Check,,2,,
2975,2022-12-09 23:42:10,Overall Assessment,,,,
2975,2022-12-10 01:42:10,Inform Customer,,,,
2976,2022-12-11 08:09:24,Customer applies for loan,,,,
2976,2022-12-11 10:09:24,Check application data,14688,,,5929
2976,2022-12-11 12:09:24,Normal Check,,2,,
2976,2022-12-11 14:09:24,Overall Assessment,,,,
2976,2022-12-11 16:09:24,Inform Customer,,,,
2977,2022-12-02 09:19:36,Customer applies for loan,,,,
2977,2022-12-02 11:19:36,Check application data,17620,,,8696
2977,2022-12-02 13:19:36,Normal Check,,2,,
2977,2022-12-02 15:19:36,Overall Assessment,,,,
2977,2022-12-02 17:19:36,Inform Customer,,,,
2978,2022-11-30 16:15:26,Customer applies for loan,,,,
2978,2022-11-30 18:15:26,Check application data,44811,,,4921
2978,2022-11-30 20:15:26,Normal Check,,3,,
2978,2022-11-30 22:15:26,Overall Assessment,,,,
2978,2022-12-01 00:15:26,Inform Customer,,,,
2979,2022-11-28 11:41:18,Customer applies for loan,,,,
2979,2022-11-28 13:41:18,Check application data,42126,,,8569
2979,2022-11-28 15:41:18,Normal Check,,2,,
2979,2022-11-28 17:41:18,Overall Assessment,,,,
2979,2022-11-28 19:41:18,Inform Customer,,,,
2980,2022-12-08 11:00:11,Customer applies for loan,,,,
2980,2022-12-08 13:00:11,Check application data,62266,,,8943
2980,2022-12-08 15:00:11,Normal Check,,1,,
2980,2022-12-08 17:00:11,Overall Assessment,,,,
2980,2022-12-08 19:00:11,Inform Customer,,,,
2981,2022-12-13 16:46:05,Customer applies for loan,,,,
2981,2022-12-13 18:46:05,Check application data,58858,,,6503
2981,2022-12-13 20:46:05,Normal Check,,0,,
2981,2022-12-13 22:46:05,Overall Assessment,,,,
2981,2022-12-14 00:46:05,Inform Customer,,,,
2982,2022-12-05 16:17:14,Customer applies for loan,,,,
2982,2022-12-05 18:17:14,Check application data,67497,,,6780
2982,2022-12-05 20:17:14,Normal Check,,4,,
2982,2022-12-05 22:17:14,Overall Assessment,,,,
2982,2022-12-06 00:17:14,Inform Customer,,,,
2983,2022-12-09 18:43:56,Customer applies for loan,,,,
2983,2022-12-09 20:43:56,Check application data,87118,,,3962
2983,2022-12-09 22:43:56,Extensive Check,,3,,
2983,2022-12-10 00:43:56,Overall Assessment,,,,
2983,2022-12-10 02:43:56,Inform Customer,,,,
2984,2022-12-06 11:53:01,Customer applies for loan,,,,
2984,2022-12-06 13:53:01,Check application data,91239,,,1837
2984,2022-12-06 15:53:01,Extensive Check,,0,,
2984,2022-12-06 17:53:01,Overall Assessment,,,,
2984,2022-12-06 19:53:01,Inform Customer,,,,
2985,2022-11-29 11:41:19,Customer applies for loan,,,,
2985,2022-11-29 13:41:19,Check application data,92807,,,5447
2985,2022-11-29 15:41:19,Extensive Check,,0,,
2985,2022-11-29 17:41:19,Overall Assessment,,,,
2985,2022-11-29 19:41:19,Inform Customer,,,,
2986,2022-12-14 17:46:43,Customer applies for loan,,,,
2986,2022-12-14 19:46:43,Check application data,71082,,,3895
2986,2022-12-14 21:46:43,Normal Check,,2,,
2986,2022-12-14 23:46:43,Overall Assessment,,,,
2986,2022-12-15 01:46:43,Inform Customer,,,,
2987,2022-12-09 17:41:59,Customer applies for loan,,,,
2987,2022-12-09 19:41:59,Check application data,22744,,,3243
2987,2022-12-09 21:41:59,Normal Check,,0,,
2987,2022-12-09 23:41:59,Overall Assessment,,,,
2987,2022-12-10 01:41:59,Inform Customer,,,,
2988,2022-12-13 10:07:42,Customer applies for loan,,,,
2988,2022-12-13 12:07:42,Check application data,26759,,,5905
2988,2022-12-13 14:07:42,Normal Check,,2,,
2988,2022-12-13 16:07:42,Overall Assessment,,,,
2988,2022-12-13 18:07:42,Inform Customer,,,,
2989,2022-12-06 15:36:23,Customer applies for loan,,,,
2989,2022-12-06 17:36:23,Check application data,88656,,,5540
2989,2022-12-06 19:36:23,Extensive Check,,0,,
2989,2022-12-06 21:36:23,Overall Assessment,,,,
2989,2022-12-06 23:36:23,Inform Customer,,,,
2990,2022-12-11 16:35:44,Customer applies for loan,,,,
2990,2022-12-11 18:35:44,Check application data,62925,,,1777
2990,2022-12-11 20:35:44,Extensive Check,,2,,
2990,2022-12-11 22:35:44,Overall Assessment,,,,
2990,2022-12-12 00:35:44,Inform Customer,,,,
2991,2022-12-05 12:29:31,Customer applies for loan,,,,
2991,2022-12-05 14:29:31,Check application data,92029,,,8388
2991,2022-12-05 16:29:31,Extensive Check,,4,,
2991,2022-12-05 18:29:31,Overall Assessment,,,,
2991,2022-12-05 20:29:31,Inform Customer,,,,
2992,2022-12-01 18:22:45,Customer applies for loan,,,,
2992,2022-12-01 20:22:45,Check application data,39295,,,6466
2992,2022-12-01 22:22:45,Normal Check,,1,,
2992,2022-12-02 00:22:45,Overall Assessment,,,,
2992,2022-12-02 02:22:45,Inform Customer,,,,
2993,2022-12-09 11:17:13,Customer applies for loan,,,,
2993,2022-12-09 13:17:13,Check application data,90788,,,7901
2993,2022-12-09 15:17:13,Extensive Check,,4,,
2993,2022-12-09 17:17:13,Overall Assessment,,,,
2993,2022-12-09 19:17:13,Inform Customer,,,,
2994,2022-12-11 14:48:18,Customer applies for loan,,,,
2994,2022-12-11 16:48:18,Check application data,20299,,,1591
2994,2022-12-11 18:48:18,Extensive Check,,1,,
2994,2022-12-11 20:48:18,Overall Assessment,,,,
2994,2022-12-11 22:48:18,Inform Customer,,,,
2995,2022-12-02 13:42:58,Customer applies for loan,,,,
2995,2022-12-02 15:42:58,Check application data,88070,,,9152
2995,2022-12-02 17:42:58,Extensive Check,,3,,
2995,2022-12-02 19:42:58,Overall Assessment,,,,
2995,2022-12-02 21:42:58,Inform Customer,,,,
2996,2022-12-01 18:43:58,Customer applies for loan,,,,
2996,2022-12-01 20:43:58,Check application data,47944,,,3627
2996,2022-12-01 22:43:58,Normal Check,,2,,
2996,2022-12-02 00:43:58,Overall Assessment,,,,
2996,2022-12-02 02:43:58,Inform Customer,,,,
2997,2022-12-08 17:50:06,Customer applies for loan,,,,
2997,2022-12-08 19:50:06,Check application data,43505,,,8495
2997,2022-12-08 21:50:06,Normal Check,,0,,
2997,2022-12-08 23:50:06,Overall Assessment,,,,
2997,2022-12-09 01:50:06,Inform Customer,,,,
2998,2022-11-28 12:43:39,Customer applies for loan,,,,
2998,2022-11-28 14:43:39,Check application data,71909,,,8223
2998,2022-11-28 16:43:39,Normal Check,,2,,
2998,2022-11-28 18:43:39,Overall Assessment,,,,
2998,2022-11-28 20:43:39,Inform Customer,,,,
2999,2022-11-28 17:38:50,Customer applies for loan,,,,
2999,2022-11-28 19:38:50,Check application data,23417,,,4411
2999,2022-11-28 21:38:50,Normal Check,,4,,
2999,2022-11-28 23:38:50,Overall Assessment,,,,
2999,2022-11-29 01:38:50,Inform Customer,,,,
3000,2022-11-29 15:00:49,Customer applies for loan,,,,
3000,2022-11-29 17:00:49,Check application data,85247,,,4311
3000,2022-11-29 19:00:49,Extensive Check,,3,,
3000,2022-11-29 21:00:49,Overall Assessment,,,,
3000,2022-11-29 23:00:49,Inform Customer,,,,
3001,2022-12-03 12:30:11,Customer applies for loan,,,,
3001,2022-12-03 14:30:11,Check application data,74805,,,4365
3001,2022-12-03 16:30:11,Normal Check,,1,,
3001,2022-12-03 18:30:11,Overall Assessment,,,,
3001,2022-12-03 20:30:11,Inform Customer,,,,
3002,2022-11-27 09:49:45,Customer applies for loan,,,,
3002,2022-11-27 11:49:45,Check application data,24053,,,2694
3002,2022-11-27 13:49:45,Extensive Check,,3,,
3002,2022-11-27 15:49:45,Overall Assessment,,,,
3002,2022-11-27 17:49:45,Inform Customer,,,,
3003,2022-12-03 14:29:26,Customer applies for loan,,,,
3003,2022-12-03 16:29:26,Check application data,83130,,,1940
3003,2022-12-03 18:29:26,Extensive Check,,1,,
3003,2022-12-03 20:29:26,Overall Assessment,,,,
3003,2022-12-03 22:29:26,Inform Customer,,,,
3004,2022-11-28 10:39:05,Customer applies for loan,,,,
3004,2022-11-28 12:39:05,Check application data,64985,,,1233
3004,2022-11-28 14:39:05,Extensive Check,,2,,
3004,2022-11-28 16:39:05,Overall Assessment,,,,
3004,2022-11-28 18:39:05,Inform Customer,,,,
3005,2022-12-03 08:51:11,Customer applies for loan,,,,
3005,2022-12-03 10:51:11,Check application data,37809,,,1366
3005,2022-12-03 12:51:11,Extensive Check,,1,,
3005,2022-12-03 14:51:11,Overall Assessment,,,,
3005,2022-12-03 16:51:11,Inform Customer,,,,
3006,2022-12-12 08:59:52,Customer applies for loan,,,,
3006,2022-12-12 10:59:52,Check application data,48604,,,3335
3006,2022-12-12 12:59:52,Normal Check,,2,,
3006,2022-12-12 14:59:52,Overall Assessment,,,,
3006,2022-12-12 16:59:52,Inform Customer,,,,
3007,2022-12-14 15:47:29,Customer applies for loan,,,,
3007,2022-12-14 17:47:29,Check application data,16746,,,8696
3007,2022-12-14 19:47:29,Normal Check,,2,,
3007,2022-12-14 21:47:29,Overall Assessment,,,,
3007,2022-12-14 23:47:29,Inform Customer,,,,
3008,2022-11-28 09:03:47,Customer applies for loan,,,,
3008,2022-11-28 11:03:47,Check application data,19315,,,5412
3008,2022-11-28 13:03:47,Normal Check,,4,,
3008,2022-11-28 15:03:47,Overall Assessment,,,,
3008,2022-11-28 17:03:47,Inform Customer,,,,
3009,2022-12-07 10:09:54,Customer applies for loan,,,,
3009,2022-12-07 12:09:54,Check application data,77239,,,2544
3009,2022-12-07 14:09:54,Extensive Check,,1,,
3009,2022-12-07 16:09:54,Overall Assessment,,,,
3009,2022-12-07 18:09:54,Inform Customer,,,,
3010,2022-11-28 09:27:13,Customer applies for loan,,,,
3010,2022-11-28 11:27:13,Check application data,43416,,,2346
3010,2022-11-28 13:27:13,Extensive Check,,4,,
3010,2022-11-28 15:27:13,Overall Assessment,,,,
3010,2022-11-28 17:27:13,Inform Customer,,,,
3011,2022-12-06 14:58:07,Customer applies for loan,,,,
3011,2022-12-06 16:58:07,Check application data,97169,,,9873
3011,2022-12-06 18:58:07,Extensive Check,,4,,
3011,2022-12-06 20:58:07,Overall Assessment,,,,
3011,2022-12-06 22:58:07,Inform Customer,,,,
3012,2022-12-12 13:43:20,Customer applies for loan,,,,
3012,2022-12-12 15:43:20,Check application data,26887,,,2593
3012,2022-12-12 17:43:20,Extensive Check,,1,,
3012,2022-12-12 19:43:20,Overall Assessment,,,,
3012,2022-12-12 21:43:20,Inform Customer,,,,
3013,2022-12-02 08:37:49,Customer applies for loan,,,,
3013,2022-12-02 10:37:49,Check application data,91240,,,3431
3013,2022-12-02 12:37:49,Extensive Check,,1,,
3013,2022-12-02 14:37:49,Overall Assessment,,,,
3013,2022-12-02 16:37:49,Inform Customer,,,,
3014,2022-11-29 16:41:12,Customer applies for loan,,,,
3014,2022-11-29 18:41:12,Check application data,27510,,,8710
3014,2022-11-29 20:41:12,Normal Check,,3,,
3014,2022-11-29 22:41:12,Overall Assessment,,,,
3014,2022-11-30 00:41:12,Inform Customer,,,,
3015,2022-12-08 10:55:07,Customer applies for loan,,,,
3015,2022-12-08 12:55:07,Check application data,58953,,,6494
3015,2022-12-08 14:55:07,Normal Check,,3,,
3015,2022-12-08 16:55:07,Overall Assessment,,,,
3015,2022-12-08 18:55:07,Inform Customer,,,,
3016,2022-12-07 11:26:15,Customer applies for loan,,,,
3016,2022-12-07 13:26:15,Check application data,96691,,,6317
3016,2022-12-07 15:26:15,Extensive Check,,3,,
3016,2022-12-07 17:26:15,Overall Assessment,,,,
3016,2022-12-07 19:26:15,Inform Customer,,,,
3017,2022-11-28 09:38:30,Customer applies for loan,,,,
3017,2022-11-28 11:38:30,Check application data,49769,,,9333
3017,2022-11-28 13:38:30,Normal Check,,4,,
3017,2022-11-28 15:38:30,Overall Assessment,,,,
3017,2022-11-28 17:38:30,Inform Customer,,,,
3018,2022-12-05 15:48:16,Customer applies for loan,,,,
3018,2022-12-05 17:48:16,Check application data,13764,,,3092
3018,2022-12-05 19:48:16,Normal Check,,2,,
3018,2022-12-05 21:48:16,Overall Assessment,,,,
3018,2022-12-05 23:48:16,Inform Customer,,,,
3019,2022-11-26 10:43:33,Customer applies for loan,,,,
3019,2022-11-26 12:43:33,Check application data,59702,,,6824
