uuid,timestamp,event,amount_loan,risk_level,assessment
2941,2022-12-09 03:13:14,Inform Customer,,,
2942,2022-12-13 17:26:55,Customer applies for loan,,,
2942,2022-12-13 19:26:55,Check application data,72396,,
2942,2022-12-13 21:26:55,Normal Check,,3,
2942,2022-12-13 23:26:55,Overall Assessment,,,True
2942,2022-12-14 01:26:55,Write Confirmation Letter with Terms,,,
2942,2022-12-14 03:26:55,Inform Customer,,,
2943,2022-12-08 12:46:12,Customer applies for loan,,,
2943,2022-12-08 14:46:12,Check application data,34668,,
2943,2022-12-08 16:46:12,Normal Check,,4,
2943,2022-12-08 18:46:12,Overall Assessment,,,False
2943,2022-12-08 20:46:12,Write Rejection Letter,,,
2943,2022-12-08 22:46:12,Inform Customer,,,
2944,2022-12-08 11:55:46,Customer applies for loan,,,
2944,2022-12-08 13:55:46,Check application data,17028,,
2944,2022-12-08 15:55:46,Normal Check,,0,
2944,2022-12-08 17:55:46,Overall Assessment,,,True
2944,2022-12-08 19:55:46,Write Confirmation Letter with Terms,,,
2944,2022-12-08 21:55:46,Inform Customer,,,
2945,2022-12-01 15:21:33,Customer applies for loan,,,
2945,2022-12-01 17:21:33,Check application data,16927,,
2945,2022-12-01 19:21:33,Normal Check,,0,
2945,2022-12-01 21:21:33,Overall Assessment,,,True
2945,2022-12-01 23:21:33,Write Confirmation Letter with Terms,,,
2945,2022-12-02 01:21:33,Inform Customer,,,
2946,2022-12-11 14:07:14,Customer applies for loan,,,
2946,2022-12-11 16:07:14,Check application data,47105,,
2946,2022-12-11 18:07:14,Normal Check,,1,
2946,2022-12-11 20:07:14,Overall Assessment,,,True
2946,2022-12-11 22:07:14,Write Confirmation Letter with Terms,,,
2946,2022-12-12 00:07:14,Inform Customer,,,
2947,2022-12-05 10:13:30,Customer applies for loan,,,
2947,2022-12-05 12:13:30,Check application data,72499,,
2947,2022-12-05 14:13:30,Normal Check,,3,
2947,2022-12-05 16:13:30,Overall Assessment,,,True
2947,2022-12-05 18:13:30,Write Confirmation Letter with Terms,,,
2947,2022-12-05 20:13:30,Inform Customer,,,
2948,2022-12-12 12:24:35,Customer applies for loan,,,
2948,2022-12-12 14:24:35,Check application data,23249,,
2948,2022-12-12 16:24:35,Normal Check,,1,
2948,2022-12-12 18:24:35,Overall Assessment,,,True
2948,2022-12-12 20:24:35,Write Confirmation Letter with Terms,,,
2948,2022-12-12 22:24:35,Inform Customer,,,
2949,2022-11-30 08:19:27,Customer applies for loan,,,
2949,2022-11-30 10:19:27,Check application data,55167,,
2949,2022-11-30 12:19:27,Normal Check,,2,
2949,2022-11-30 14:19:27,Overall Assessment,,,True
2949,2022-11-30 16:19:27,Write Confirmation Letter with Terms,,,
2949,2022-11-30 18:19:27,Inform Customer,,,
2950,2022-11-26 14:59:17,Customer applies for loan,,,
2950,2022-11-26 16:59:17,Check application data,96349,,
2950,2022-11-26 18:59:17,Extensive Check,,1,
2950,2022-11-26 20:59:17,Overall Assessment,,,False
2950,2022-11-26 22:59:17,Write Rejection Letter,,,
2950,2022-11-27 00:59:17,Inform Customer,,,
2951,2022-12-14 08:03:49,Customer applies for loan,,,
2951,2022-12-14 10:03:49,Check application data,98317,,
2951,2022-12-14 12:03:49,Extensive Check,,3,
2951,2022-12-14 14:03:49,Overall Assessment,,,False
2951,2022-12-14 16:03:49,Write Rejection Letter,,,
2951,2022-12-14 18:03:49,Inform Customer,,,
2952,2022-12-05 16:41:15,Customer applies for loan,,,
2952,2022-12-05 18:41:15,Check application data,78365,,
2952,2022-12-05 20:41:15,Normal Check,,1,
2952,2022-12-05 22:41:15,Overall Assessment,,,True
2952,2022-12-06 00:41:15,Write Confirmation Letter with Terms,,,
2952,2022-12-06 02:41:15,Inform Customer,,,
2953,2022-12-06 10:25:48,Customer applies for loan,,,
2953,2022-12-06 12:25:48,Check application data,82630,,
2953,2022-12-06 14:25:48,Extensive Check,,4,
2953,2022-12-06 16:25:48,Overall Assessment,,,False
2953,2022-12-06 18:25:48,Write Rejection Letter,,,
2953,2022-12-06 20:25:48,Inform Customer,,,
2954,2022-11-30 17:09:17,Customer applies for loan,,,
2954,2022-11-30 19:09:17,Check application data,74451,,
2954,2022-11-30 21:09:17,Normal Check,,1,
2954,2022-11-30 23:09:17,Overall Assessment,,,True
2954,2022-12-01 01:09:17,Write Confirmation Letter with Terms,,,
2954,2022-12-01 03:09:17,Inform Customer,,,
2955,2022-12-06 16:22:33,Customer applies for loan,,,
2955,2022-12-06 18:22:33,Check application data,80990,,
2955,2022-12-06 20:22:33,Extensive Check,,3,
2955,2022-12-06 22:22:33,Overall Assessment,,,False
2955,2022-12-07 00:22:33,Write Rejection Letter,,,
2955,2022-12-07 02:22:33,Inform Customer,,,
2956,2022-12-09 08:58:52,Customer applies for loan,,,
2956,2022-12-09 10:58:52,Check application data,39644,,
2956,2022-12-09 12:58:52,Normal Check,,3,
2956,2022-12-09 14:58:52,Overall Assessment,,,True
2956,2022-12-09 16:58:52,Write Confirmation Letter with Terms,,,
2956,2022-12-09 18:58:52,Inform Customer,,,
2957,2022-12-03 16:59:58,Customer applies for loan,,,
2957,2022-12-03 18:59:58,Check application data,92242,,
2957,2022-12-03 20:59:58,Extensive Check,,0,
2957,2022-12-03 22:59:58,Overall Assessment,,,True
2957,2022-12-04 00:59:58,Write Confirmation Letter with Terms,,,
2957,2022-12-04 02:59:58,Inform Customer,,,
2958,2022-12-03 10:52:25,Customer applies for loan,,,
2958,2022-12-03 12:52:25,Check application data,57493,,
2958,2022-12-03 14:52:25,Normal Check,,3,
2958,2022-12-03 16:52:25,Overall Assessment,,,True
2958,2022-12-03 18:52:25,Write Confirmation Letter with Terms,,,
2958,2022-12-03 20:52:25,Inform Customer,,,
2959,2022-12-05 08:00:52,Customer applies for loan,,,
2959,2022-12-05 10:00:52,Check application data,19729,,
2959,2022-12-05 12:00:52,Normal Check,,3,
2959,2022-12-05 14:00:52,Overall Assessment,,,True
2959,2022-12-05 16:00:52,Write Confirmation Letter with Terms,,,
2959,2022-12-05 18:00:52,Inform Customer,,,
2960,2022-12-13 14:07:31,Customer applies for loan,,,
2960,2022-12-13 16:07:31,Check application data,28529,,
2960,2022-12-13 18:07:31,Normal Check,,3,
2960,2022-12-13 20:07:31,Overall Assessment,,,True
2960,2022-12-13 22:07:31,Write Confirmation Letter with Terms,,,
2960,2022-12-14 00:07:31,Inform Customer,,,
2961,2022-11-26 10:41:39,Customer applies for loan,,,
2961,2022-11-26 12:41:39,Check application data,55528,,
2961,2022-11-26 14:41:39,Normal Check,,2,
2961,2022-11-26 16:41:39,Overall Assessment,,,True
2961,2022-11-26 18:41:39,Write Confirmation Letter with Terms,,,
2961,2022-11-26 20:41:39,Inform Customer,,,
2962,2022-11-26 13:50:12,Customer applies for loan,,,
2962,2022-11-26 15:50:12,Check application data,63831,,
2962,2022-11-26 17:50:12,Normal Check,,0,
2962,2022-11-26 19:50:12,Overall Assessment,,,True
2962,2022-11-26 21:50:12,Write Confirmation Letter with Terms,,,
2962,2022-11-26 23:50:12,Inform Customer,,,
2963,2022-11-29 13:18:02,Customer applies for loan,,,
2963,2022-11-29 15:18:02,Check application data,89882,,
2963,2022-11-29 17:18:02,Extensive Check,,0,
2963,2022-11-29 19:18:02,Overall Assessment,,,True
2963,2022-11-29 21:18:02,Write Confirmation Letter with Terms,,,
2963,2022-11-29 23:18:02,Inform Customer,,,
2964,2022-12-12 09:20:54,Customer applies for loan,,,
2964,2022-12-12 11:20:54,Check application data,94012,,
2964,2022-12-12 13:20:54,Extensive Check,,2,
2964,2022-12-12 15:20:54,Overall Assessment,,,False
2964,2022-12-12 17:20:54,Write Rejection Letter,,,
2964,2022-12-12 19:20:54,Inform Customer,,,
2965,2022-11-29 15:31:08,Customer applies for loan,,,
2965,2022-11-29 17:31:08,Check application data,67148,,
2965,2022-11-29 19:31:08,Normal Check,,3,
2965,2022-11-29 21:31:08,Overall Assessment,,,True
2965,2022-11-29 23:31:08,Write Confirmation Letter with Terms,,,
2965,2022-11-30 01:31:08,Inform Customer,,,
2966,2022-11-30 10:14:16,Customer applies for loan,,,
2966,2022-11-30 12:14:16,Check application data,13589,,
2966,2022-11-30 14:14:16,Normal Check,,0,
2966,2022-11-30 16:14:16,Overall Assessment,,,True
2966,2022-11-30 18:14:16,Write Confirmation Letter with Terms,,,
2966,2022-11-30 20:14:16,Inform Customer,,,
2967,2022-12-14 17:46:17,Customer applies for loan,,,
2967,2022-12-14 19:46:17,Check application data,17122,,
2967,2022-12-14 21:46:17,Normal Check,,3,
2967,2022-12-14 23:46:17,Overall Assessment,,,True
2967,2022-12-15 01:46:17,Write Confirmation Letter with Terms,,,
2967,2022-12-15 03:46:17,Inform Customer,,,
2968,2022-12-15 08:26:40,Customer applies for loan,,,
2968,2022-12-15 10:26:40,Check application data,97858,,
2968,2022-12-15 12:26:40,Extensive Check,,2,
2968,2022-12-15 14:26:40,Overall Assessment,,,False
2968,2022-12-15 16:26:40,Write Rejection Letter,,,
2968,2022-12-15 18:26:40,Inform Customer,,,
2969,2022-12-13 09:42:55,Customer applies for loan,,,
2969,2022-12-13 11:42:55,Check application data,58872,,
2969,2022-12-13 13:42:55,Normal Check,,1,
2969,2022-12-13 15:42:55,Overall Assessment,,,True
2969,2022-12-13 17:42:55,Write Confirmation Letter with Terms,,,
2969,2022-12-13 19:42:55,Inform Customer,,,
2970,2022-12-08 12:35:58,Customer applies for loan,,,
2970,2022-12-08 14:35:58,Check application data,25829,,
2970,2022-12-08 16:35:58,Normal Check,,2,
2970,2022-12-08 18:35:58,Overall Assessment,,,True
2970,2022-12-08 20:35:58,Write Confirmation Letter with Terms,,,
2970,2022-12-08 22:35:58,Inform Customer,,,
2971,2022-12-12 18:20:25,Customer applies for loan,,,
2971,2022-12-12 20:20:25,Check application data,31650,,
2971,2022-12-12 22:20:25,Normal Check,,4,
2971,2022-12-13 00:20:25,Overall Assessment,,,False
2971,2022-12-13 02:20:25,Write Rejection Letter,,,
2971,2022-12-13 04:20:25,Inform Customer,,,
2972,2022-12-06 12:02:56,Customer applies for loan,,,
2972,2022-12-06 14:02:56,Check application data,16720,,
2972,2022-12-06 16:02:56,Normal Check,,2,
2972,2022-12-06 18:02:56,Overall Assessment,,,True
2972,2022-12-06 20:02:56,Write Confirmation Letter with Terms,,,
2972,2022-12-06 22:02:56,Inform Customer,,,
2973,2022-12-13 16:25:37,Customer applies for loan,,,
2973,2022-12-13 18:25:37,Check application data,19900,,
2973,2022-12-13 20:25:37,Normal Check,,2,
2973,2022-12-13 22:25:37,Overall Assessment,,,True
2973,2022-12-14 00:25:37,Write Confirmation Letter with Terms,,,
2973,2022-12-14 02:25:37,Inform Customer,,,
2974,2022-12-07 17:39:09,Customer applies for loan,,,
2974,2022-12-07 19:39:09,Check application data,75745,,
2974,2022-12-07 21:39:09,Normal Check,,1,
2974,2022-12-07 23:39:09,Overall Assessment,,,True
2974,2022-12-08 01:39:09,Write Confirmation Letter with Terms,,,
2974,2022-12-08 03:39:09,Inform Customer,,,
2975,2022-11-29 15:51:14,Customer applies for loan,,,
2975,2022-11-29 17:51:14,Check application data,72592,,
2975,2022-11-29 19:51:14,Normal Check,,4,
2975,2022-11-29 21:51:14,Overall Assessment,,,False
2975,2022-11-29 23:51:14,Write Rejection Letter,,,
2975,2022-11-30 01:51:14,Inform Customer,,,
2976,2022-11-30 13:51:13,Customer applies for loan,,,
2976,2022-11-30 15:51:13,Check application data,21084,,
2976,2022-11-30 17:51:13,Normal Check,,2,
2976,2022-11-30 19:51:13,Overall Assessment,,,True
2976,2022-11-30 21:51:13,Write Confirmation Letter with Terms,,,
2976,2022-11-30 23:51:13,Inform Customer,,,
2977,2022-12-09 09:51:08,Customer applies for loan,,,
2977,2022-12-09 11:51:08,Check application data,59664,,
2977,2022-12-09 13:51:08,Normal Check,,0,
2977,2022-12-09 15:51:08,Overall Assessment,,,True
2977,2022-12-09 17:51:08,Write Confirmation Letter with Terms,,,
2977,2022-12-09 19:51:08,Inform Customer,,,
2978,2022-12-09 08:59:42,Customer applies for loan,,,
2978,2022-12-09 10:59:42,Check application data,39169,,
2978,2022-12-09 12:59:42,Normal Check,,0,
2978,2022-12-09 14:59:42,Overall Assessment,,,True
2978,2022-12-09 16:59:42,Write Confirmation Letter with Terms,,,
2978,2022-12-09 18:59:42,Inform Customer,,,
2979,2022-12-04 15:58:36,Customer applies for loan,,,
2979,2022-12-04 17:58:36,Check application data,61877,,
2979,2022-12-04 19:58:36,Normal Check,,3,
2979,2022-12-04 21:58:36,Overall Assessment,,,True
2979,2022-12-04 23:58:36,Write Confirmation Letter with Terms,,,
2979,2022-12-05 01:58:36,Inform Customer,,,
2980,2022-12-05 09:47:16,Customer applies for loan,,,
2980,2022-12-05 11:47:16,Check application data,53128,,
2980,2022-12-05 13:47:16,Normal Check,,2,
2980,2022-12-05 15:47:16,Overall Assessment,,,True
2980,2022-12-05 17:47:16,Write Confirmation Letter with Terms,,,
2980,2022-12-05 19:47:16,Inform Customer,,,
2981,2022-11-28 14:34:55,Customer applies for loan,,,
2981,2022-11-28 16:34:55,Check application data,38465,,
2981,2022-11-28 18:34:55,Normal Check,,2,
2981,2022-11-28 20:34:55,Overall Assessment,,,True
2981,2022-11-28 22:34:55,Write Confirmation Letter with Terms,,,
2981,2022-11-29 00:34:55,Inform Customer,,,
2982,2022-12-10 16:38:14,Customer applies for loan,,,
2982,2022-12-10 18:38:14,Check application data,21685,,
2982,2022-12-10 20:38:14,Normal Check,,0,
2982,2022-12-10 22:38:14,Overall Assessment,,,True
2982,2022-12-11 00:38:14,Write Confirmation Letter with Terms,,,
2982,2022-12-11 02:38:14,Inform Customer,,,
2983,2022-11-28 08:43:33,Customer applies for loan,,,
2983,2022-11-28 10:43:33,Check application data,74333,,
2983,2022-11-28 12:43:33,Normal Check,,4,
2983,2022-11-28 14:43:33,Overall Assessment,,,False
2983,2022-11-28 16:43:33,Write Rejection Letter,,,
2983,2022-11-28 18:43:33,Inform Customer,,,
2984,2022-12-11 17:38:59,Customer applies for loan,,,
2984,2022-12-11 19:38:59,Check application data,82586,,
2984,2022-12-11 21:38:59,Extensive Check,,4,
2984,2022-12-11 23:38:59,Overall Assessment,,,False
2984,2022-12-12 01:38:59,Write Rejection Letter,,,
2984,2022-12-12 03:38:59,Inform Customer,,,
2985,2022-12-11 16:17:27,Customer applies for loan,,,
2985,2022-12-11 18:17:27,Check application data,70848,,
2985,2022-12-11 20:17:27,Normal Check,,4,
2985,2022-12-11 22:17:27,Overall Assessment,,,False
2985,2022-12-12 00:17:27,Write Rejection Letter,,,
2985,2022-12-12 02:17:27,Inform Customer,,,
2986,2022-12-08 08:01:35,Customer applies for loan,,,
2986,2022-12-08 10:01:35,Check application data,54848,,
2986,2022-12-08 12:01:35,Normal Check,,3,
2986,2022-12-08 14:01:35,Overall Assessment,,,True
2986,2022-12-08 16:01:35,Write Confirmation Letter with Terms,,,
2986,2022-12-08 18:01:35,Inform Customer,,,
2987,2022-12-14 18:43:03,Customer applies for loan,,,
2987,2022-12-14 20:43:03,Check application data,22686,,
2987,2022-12-14 22:43:03,Normal Check,,0,
2987,2022-12-15 00:43:03,Overall Assessment,,,True
2987,2022-12-15 02:43:03,Write Confirmation Letter with Terms,,,
2987,2022-12-15 04:43:03,Inform Customer,,,
2988,2022-12-02 09:14:26,Customer applies for loan,,,
2988,2022-12-02 11:14:26,Check application data,41132,,
2988,2022-12-02 13:14:26,Normal Check,,0,
2988,2022-12-02 15:14:26,Overall Assessment,,,True
2988,2022-12-02 17:14:26,Write Confirmation Letter with Terms,,,
2988,2022-12-02 19:14:26,Inform Customer,,,
2989,2022-12-12 08:49:57,Customer applies for loan,,,
2989,2022-12-12 10:49:57,Check application data,27504,,
2989,2022-12-12 12:49:57,Normal Check,,0,
2989,2022-12-12 14:49:57,Overall Assessment,,,True
2989,2022-12-12 16:49:57,Write Confirmation Letter with Terms,,,
2989,2022-12-12 18:49:57,Inform Customer,,,
2990,2022-12-01 12:11:24,Customer applies for loan,,,
2990,2022-12-01 14:11:24,Check application data,54294,,
2990,2022-12-01 16:11:24,Normal Check,,3,
2990,2022-12-01 18:11:24,Overall Assessment,,,True
2990,2022-12-01 20:11:24,Write Confirmation Letter with Terms,,,
2990,2022-12-01 22:11:24,Inform Customer,,,
2991,2022-12-09 12:50:13,Customer applies for loan,,,
2991,2022-12-09 14:50:13,Check application data,97353,,
2991,2022-12-09 16:50:13,Extensive Check,,1,
2991,2022-12-09 18:50:13,Overall Assessment,,,False
2991,2022-12-09 20:50:13,Write Rejection Letter,,,
2991,2022-12-09 22:50:13,Inform Customer,,,
2992,2022-11-27 15:35:23,Customer applies for loan,,,
2992,2022-11-27 17:35:23,Check application data,73213,,
2992,2022-11-27 19:35:23,Normal Check,,2,
2992,2022-11-27 21:35:23,Overall Assessment,,,True
2992,2022-11-27 23:35:23,Write Confirmation Letter with Terms,,,
2992,2022-11-28 01:35:23,Inform Customer,,,
2993,2022-11-29 12:34:05,Customer applies for loan,,,
2993,2022-11-29 14:34:05,Check application data,34171,,
2993,2022-11-29 16:34:05,Normal Check,,3,
2993,2022-11-29 18:34:05,Overall Assessment,,,True
2993,2022-11-29 20:34:05,Write Confirmation Letter with Terms,,,
2993,2022-11-29 22:34:05,Inform Customer,,,
2994,2022-11-28 11:30:25,Customer applies for loan,,,
2994,2022-11-28 13:30:25,Check application data,92283,,
2994,2022-11-28 15:30:25,Extensive Check,,4,
2994,2022-11-28 17:30:25,Overall Assessment,,,False
2994,2022-11-28 19:30:25,Write Rejection Letter,,,
2994,2022-11-28 21:30:25,Inform Customer,,,
2995,2022-11-28 18:04:56,Customer applies for loan,,,
2995,2022-11-28 20:04:56,Check application data,76824,,
2995,2022-11-28 22:04:56,Normal Check,,1,
2995,2022-11-29 00:04:56,Overall Assessment,,,True
2995,2022-11-29 02:04:56,Write Confirmation Letter with Terms,,,
2995,2022-11-29 04:04:56,Inform Customer,,,
2996,2022-11-30 09:18:07,Customer applies for loan,,,
2996,2022-11-30 11:18:07,Check application data,62634,,
2996,2022-11-30 13:18:07,Normal Check,,2,
2996,2022-11-30 15:18:07,Overall Assessment,,,True
2996,2022-11-30 17:18:07,Write Confirmation Letter with Terms,,,
2996,2022-11-30 19:18:07,Inform Customer,,,
2997,2022-12-15 13:16:11,Customer applies for loan,,,
2997,2022-12-15 15:16:11,Check application data,81942,,
2997,2022-12-15 17:16:11,Extensive Check,,2,
2997,2022-12-15 19:16:11,Overall Assessment,,,False
2997,2022-12-15 21:16:11,Write Rejection Letter,,,
2997,2022-12-15 23:16:11,Inform Customer,,,
2998,2022-12-11 11:54:05,Customer applies for loan,,,
2998,2022-12-11 13:54:05,Check application data,98174,,
2998,2022-12-11 15:54:05,Extensive Check,,4,
2998,2022-12-11 17:54:05,Overall Assessment,,,False
2998,2022-12-11 19:54:05,Write Rejection Letter,,,
2998,2022-12-11 21:54:05,Inform Customer,,,
2999,2022-12-14 13:02:38,Customer applies for loan,,,
2999,2022-12-14 15:02:38,Check application data,94658,,
2999,2022-12-14 17:02:38,Extensive Check,,0,
2999,2022-12-14 19:02:38,Overall Assessment,,,True
2999,2022-12-14 21:02:38,Write Confirmation Letter with Terms,,,
2999,2022-12-14 23:02:38,Inform Customer,,,
3000,2022-12-13 10:05:14,Customer applies for loan,,,
3000,2022-12-13 12:05:14,Check application data,64525,,
3000,2022-12-13 14:05:14,Normal Check,,0,
3000,2022-12-13 16:05:14,Overall Assessment,,,True
3000,2022-12-13 18:05:14,Write Confirmation Letter with Terms,,,
3000,2022-12-13 20:05:14,Inform Customer,,,
3001,2022-12-05 11:37:12,Customer applies for loan,,,
3001,2022-12-05 13:37:12,Check application data,50912,,
3001,2022-12-05 15:37:12,Normal Check,,1,
3001,2022-12-05 17:37:12,Overall Assessment,,,True
3001,2022-12-05 19:37:12,Write Confirmation Letter with Terms,,,
3001,2022-12-05 21:37:12,Inform Customer,,,
3002,2022-11-27 09:36:05,Customer applies for loan,,,
3002,2022-11-27 11:36:05,Check application data,48307,,
3002,2022-11-27 13:36:05,Normal Check,,0,
3002,2022-11-27 15:36:05,Overall Assessment,,,True
3002,2022-11-27 17:36:05,Write Confirmation Letter with Terms,,,
3002,2022-11-27 19:36:05,Inform Customer,,,
3003,2022-11-27 10:14:43,Customer applies for loan,,,
3003,2022-11-27 12:14:43,Check application data,69034,,
3003,2022-11-27 14:14:43,Normal Check,,3,
3003,2022-11-27 16:14:43,Overall Assessment,,,True
3003,2022-11-27 18:14:43,Write Confirmation Letter with Terms,,,
3003,2022-11-27 20:14:43,Inform Customer,,,
3004,2022-11-29 17:57:18,Customer applies for loan,,,
3004,2022-11-29 19:57:18,Check application data,41834,,
3004,2022-11-29 21:57:18,Normal Check,,2,
3004,2022-11-29 23:57:18,Overall Assessment,,,True
3004,2022-11-30 01:57:18,Write Confirmation Letter with Terms,,,
3004,2022-11-30 03:57:18,Inform Customer,,,
3005,2022-11-27 18:11:57,Customer applies for loan,,,
3005,2022-11-27 20:11:57,Check application data,43585,,
3005,2022-11-27 22:11:57,Normal Check,,3,
3005,2022-11-28 00:11:57,Overall Assessment,,,True
3005,2022-11-28 02:11:57,Write Confirmation Letter with Terms,,,
3005,2022-11-28 04:11:57,Inform Customer,,,
3006,2022-12-03 17:27:18,Customer applies for loan,,,
3006,2022-12-03 19:27:18,Check application data,56857,,
3006,2022-12-03 21:27:18,Normal Check,,3,
3006,2022-12-03 23:27:18,Overall Assessment,,,True
3006,2022-12-04 01:27:18,Write Confirmation Letter with Terms,,,
3006,2022-12-04 03:27:18,Inform Customer,,,
3007,2022-12-04 15:08:04,Customer applies for loan,,,
3007,2022-12-04 17:08:04,Check application data,70351,,
3007,2022-12-04 19:08:04,Normal Check,,2,
3007,2022-12-04 21:08:04,Overall Assessment,,,True
3007,2022-12-04 23:08:04,Write Confirmation Letter with Terms,,,
3007,2022-12-05 01:08:04,Inform Customer,,,
3008,2022-12-02 11:42:27,Customer applies for loan,,,
3008,2022-12-02 13:42:27,Check application data,55210,,
3008,2022-12-02 15:42:27,Normal Check,,2,
3008,2022-12-02 17:42:27,Overall Assessment,,,True
3008,2022-12-02 19:42:27,Write Confirmation Letter with Terms,,,
3008,2022-12-02 21:42:27,Inform Customer,,,
3009,2022-11-27 16:48:27,Customer applies for loan,,,
3009,2022-11-27 18:48:27,Check application data,34685,,
3009,2022-11-27 20:48:27,Normal Check,,3,
3009,2022-11-27 22:48:27,Overall Assessment,,,True
3009,2022-11-28 00:48:27,Write Confirmation Letter with Terms,,,
3009,2022-11-28 02:48:27,Inform Customer,,,
3010,2022-12-15 18:17:27,Customer applies for loan,,,
3010,2022-12-15 20:17:27,Check application data,92335,,
3010,2022-12-15 22:17:27,Extensive Check,,0,
3010,2022-12-16 00:17:27,Overall Assessment,,,True
3010,2022-12-16 02:17:27,Write Confirmation Letter with Terms,,,
3010,2022-12-16 04:17:27,Inform Customer,,,
3011,2022-12-08 18:56:51,Customer applies for loan,,,
3011,2022-12-08 20:56:51,Check application data,49391,,
3011,2022-12-08 22:56:51,Normal Check,,0,
3011,2022-12-09 00:56:51,Overall Assessment,,,True
3011,2022-12-09 02:56:51,Write Confirmation Letter with Terms,,,
3011,2022-12-09 04:56:51,Inform Customer,,,
3012,2022-12-15 10:51:30,Customer applies for loan,,,
3012,2022-12-15 12:51:30,Check application data,98537,,
3012,2022-12-15 14:51:30,Extensive Check,,0,
3012,2022-12-15 16:51:30,Overall Assessment,,,True
3012,2022-12-15 18:51:30,Write Confirmation Letter with Terms,,,
3012,2022-12-15 20:51:30,Inform Customer,,,
3013,2022-12-08 09:33:51,Customer applies for loan,,,
3013,2022-12-08 11:33:51,Check application data,40778,,
3013,2022-12-08 13:33:51,Normal Check,,1,
3013,2022-12-08 15:33:51,Overall Assessment,,,True
3013,2022-12-08 17:33:51,Write Confirmation Letter with Terms,,,
3013,2022-12-08 19:33:51,Inform Customer,,,
3014,2022-12-12 14:36:45,Customer applies for loan,,,
3014,2022-12-12 16:36:45,Check application data,76157,,
3014,2022-12-12 18:36:45,Normal Check,,1,
3014,2022-12-12 20:36:45,Overall Assessment,,,True
3014,2022-12-12 22:36:45,Write Confirmation Letter with Terms,,,
3014,2022-12-13 00:36:45,Inform Customer,,,
3015,2022-12-13 12:17:40,Customer applies for loan,,,
3015,2022-12-13 14:17:40,Check application data,84197,,
3015,2022-12-13 16:17:40,Extensive Check,,3,
3015,2022-12-13 18:17:40,Overall Assessment,,,False
3015,2022-12-13 20:17:40,Write Rejection Letter,,,
3015,2022-12-13 22:17:40,Inform Customer,,,
3016,2022-11-30 14:01:36,Customer applies for loan,,,
3016,2022-11-30 16:01:36,Check application data,58745,,
3016,2022-11-30 18:01:36,Normal Check,,0,
3016,2022-11-30 20:01:36,Overall Assessment,,,True
3016,2022-11-30 22:01:36,Write Confirmation Letter with Terms,,,
3016,2022-12-01 00:01:36,Inform Customer,,,
3017,2022-11-29 10:21:55,Customer applies for loan,,,
3017,2022-11-29 12:21:55,Check application data,31864,,
3017,2022-11-29 14:21:55,Normal Check,,0,
3017,2022-11-29 16:21:55,Overall Assessment,,,True
3017,2022-11-29 18:21:55,Write Confirmation Letter with Terms,,,
3017,2022-11-29 20:21:55,Inform Customer,,,
3018,2022-11-29 14:21:04,Customer applies for loan,,,
3018,2022-11-29 16:21:04,Check application data,85546,,
3018,2022-11-29 18:21:04,Extensive Check,,1,
3018,2022-11-29 20:21:04,Overall Assessment,,,False
3018,2022-11-29 22:21:04,Write Rejection Letter,,,
3018,2022-11-30 00:21:04,Inform Customer,,,
3019,2022-11-30 13:03:22,Customer applies for loan,,,
3019,2022-11-30 15:03:22,Check application data,94558,,
3019,2022-11-30 17:03:22,Extensive Check,,3,
3019,2022-11-30 19:03:22,Overall Assessment,,,False
3019,2022-11-30 21:03:22,Write Rejection Letter,,,
3019,2022-11-30 23:03:22,Inform Customer,,,
3020,2022-11-29 17:25:57,Customer applies for loan,,,
3020,2022-11-29 19:25:57,Check application data,55523,,
3020,2022-11-29 21:25:57,Normal Check,,3,
3020,2022-11-29 23:25:57,Overall Assessment,,,True
3020,2022-11-30 01:25:57,Write Confirmation Letter with Terms,,,
3020,2022-11-30 03:25:57,Inform Customer,,,
3021,2022-12-13 11:09:29,Customer applies for loan,,,
3021,2022-12-13 13:09:29,Check application data,86405,,
3021,2022-12-13 15:09:29,Extensive Check,,4,
3021,2022-12-13 17:09:29,Overall Assessment,,,False
3021,2022-12-13 19:09:29,Write Rejection Letter,,,
3021,2022-12-13 21:09:29,Inform Customer,,,
3022,2022-11-26 13:48:20,Customer applies for loan,,,
3022,2022-11-26 15:48:20,Check application data,24124,,
3022,2022-11-26 17:48:20,Normal Check,,1,
3022,2022-11-26 19:48:20,Overall Assessment,,,True
3022,2022-11-26 21:48:20,Write Confirmation Letter with Terms,,,
3022,2022-11-26 23:48:20,Inform Customer,,,
3023,2022-12-13 10:58:37,Customer applies for loan,,,
3023,2022-12-13 12:58:37,Check application data,43061,,
3023,2022-12-13 14:58:37,Normal Check,,3,
3023,2022-12-13 16:58:37,Overall Assessment,,,True
3023,2022-12-13 18:58:37,Write Confirmation Letter with Terms,,,
3023,2022-12-13 20:58:37,Inform Customer,,,
3024,2022-11-29 08:58:57,Customer applies for loan,,,
3024,2022-11-29 10:58:57,Check application data,26869,,
3024,2022-11-29 12:58:57,Normal Check,,1,
3024,2022-11-29 14:58:57,Overall Assessment,,,True
3024,2022-11-29 16:58:57,Write Confirmation Letter with Terms,,,
3024,2022-11-29 18:58:57,Inform Customer,,,
3025,2022-12-11 12:02:04,Customer applies for loan,,,
3025,2022-12-11 14:02:04,Check application data,35361,,
3025,2022-12-11 16:02:04,Normal Check,,1,
